#Position (bp)	mapping quality
3.2498970865E9	0.0
3.2500641525E9	0.0
3.250233321E9	0.0
3.2504641475E9	0.0
3.2507314375E9	0.0
3.250931609E9	0.0
3.25110035E9	0.0
3.251272805E9	0.0
3.251406084E9	0.0
3.251536554E9	0.0
3.2517286605E9	0.0
3.251890496E9	0.0
3.252026404E9	0.0
3.252184881E9	0.0
3.252336209E9	0.0
3.2524929725E9	0.0
3.2526492185E9	0.0
3.252814558E9	0.0
3.252978446E9	0.0
3.2531275405E9	1.1258838086259721
3.25325064E9	0.0
3.2533951605E9	0.0
3.2535133475E9	0.0
3.2536423935E9	0.0
3.2537978295E9	26.0
3.253870882E9	0.0
3.253946123E9	0.0
3.254096418E9	0.05217938206853177
3.254345392E9	7.943709381284061
3.2545957105E9	0.0
3.254776607E9	0.0
3.254944905E9	0.0
3.2550827185E9	0.0
3.2552740765E9	0.001336708051694239
3.2555665205E9	0.0
3.255809726E9	2.5258139568078333
3.256051128E9	0.0
3.256279016E9	0.0
3.256596293E9	0.0
3.256894877E9	0.0
3.2570348465E9	0.0
3.257231861E9	0.0
3.257389304E9	0.0
3.257504313E9	0.0
3.257685022E9	0.0
3.257881507E9	0.0
3.257999374E9	0.0
3.2581168145E9	0.0
3.2582318895E9	0.0
3.258321402E9	0.0
3.2585547095E9	0.0
3.258863297E9	0.0
3.2590463295E9	0.0
3.25912794E9	0.0
3.259291952E9	0.0
3.2594320355E9	0.0
3.259672221E9	0.0
3.2600461745E9	3.8956813528179817
3.2603277075E9	1.986147112005507
3.2605482325E9	0.0
3.260742234E9	0.0
3.260933481E9	0.0
3.261038819E9	0.0
3.261157713E9	0.0
3.2614027625E9	0.0
3.2617565025E9	9.53648068669528
3.261965113E9	0.0
3.2620482395E9	0.0
3.2621604085E9	0.4156378600823045
3.262392697E9	0.0
3.2627244025E9	0.0
3.263054774E9	0.0
3.264735664E9	1.9921307999673816
3.2674858885E9	7.989497873294432
3.2689381125E9	0.0
3.269171626E9	0.0
3.269355991E9	0.0
3.2695604285E9	0.0
3.26965773E9	0.0
3.26993266E9	0.013672013738869553
3.270438985E9	0.0
3.2709049115E9	0.0
3.271341747E9	0.0
3.271578546E9	0.0
3.271593411E9	0.0
3.2716165405E9	0.0
3.2716650485E9	0.0
3.2719007085E9	1.1247964234392465
3.2721096115E9	0.0
3.2729032935E9	0.9246365543898398
3.2739480185E9	2.9379746964491433
3.2743123675E9	5.802629974903205
3.2744423285E9	0.0
3.274567552E9	0.012305390642479248
3.275092502E9	0.5828951668003446
3.2756214355E9	7.990281350810568
3.275894228E9	4.299689801033996
3.27618417E9	0.6677039644292395
3.276393725E9	0.0
3.2767256195E9	0.018099566960016335
3.277112807E9	6.152877414678632
3.2774711835E9	0.06655804816680502
3.278164618E9	0.0
3.278892452E9	5.123144659797558
3.279410368E9	1.1717554804727497
3.279738184E9	1.5482563629226476
3.2799490295E9	0.0
3.2803376225E9	0.0
3.2808102315E9	0.0
3.281147748E9	4.9536821648361355
3.2814049345E9	0.5760953760145489
3.2816159575E9	0.0
3.282193494E9	0.0033338860201809653
3.2832442865E9	0.0
3.283878427E9	0.0
3.284133872E9	3.12380221944476
3.2845392805E9	0.12725152881586263
3.2848106465E9	0.0
3.2850194105E9	0.5036384590055977
3.285443183E9	0.0
3.2858902635E9	0.0
3.2861802865E9	0.0
3.28630889E9	0.0
3.286466028E9	0.0
3.2865893585E9	0.0
3.2868938375E9	0.0
3.28734903E9	0.2394415664237422
3.2877605135E9	0.6603719561699779
3.2880997695E9	0.32562689924353533
3.2883004E9	0.080774602873985
3.288620315E9	0.0
3.2888990915E9	0.0
3.2891327555E9	0.0
3.2894356555E9	0.0
3.289618521E9	1.199471954621464
3.290032112E9	0.5283627130230968
3.290495438E9	8.323511522447225
3.290779908E9	0.0
3.291357195E9	0.0
3.291795873E9	0.3334190209813657
3.292007229E9	0.0
3.292443998E9	1.9390611429239801
3.292899688E9	7.719374413823517
3.293172412E9	0.0
3.2933761555E9	0.0
3.2935874075E9	1.6978448677998992
3.293753565E9	0.0
3.2939389925E9	0.6543006783846046
3.294096681E9	6.80135154265108
3.2943081635E9	0.0
3.2945439495E9	0.0
3.294749721E9	0.0
3.295064449E9	0.5013689808799384
3.2954106905E9	0.0
3.2960894555E9	0.3226777910978769
3.296694698E9	0.2396486876285203
3.2968400715E9	0.14783428460174816
3.297055838E9	0.0
3.2972554895E9	0.16314779270633398
3.297360178E9	0.0
3.297577521E9	1.326880119136262
3.2980344385E9	0.9674203970572989
3.298777168E9	0.0
