#Position (bp)	insert size
9.744875075E8	223.12156774664496
9.759320705E8	218.10526315789474
9.788356445E8	227.26271691296577
9.856391075E8	218.75723526150435
9.938871335E8	220.93529027516942
1.0021351595E9	223.5177620921083
1.0103831855E9	227.8431604800641
1.0186312115E9	223.96409807355516
1.0268792375E9	222.16095162804487
1.0351272635E9	215.8421414836555
1.0433752895E9	226.79711230391544
1.0516233155E9	224.15857925509874
1.0598713415E9	217.52476054615855
1.065244947E9	225.64943669184484
1.067430919E9	200.04761904761904
1.0703053395E9	227.0734703211264
1.0763673935E9	226.14634491151938
1.0846154195E9	219.25099717257396
1.0928634455E9	225.15081660807263
1.1011114715E9	226.3097692289994
1.1093594975E9	222.8355304423056
1.1176075235E9	217.60146772041466
1.1258555495E9	219.97902886735375
1.1341035755E9	221.13441808560424
1.1423516015E9	222.01239627986263
1.149050177E9	219.67291268889778
1.151717535E9	0.0
1.15195075E9	0.0
1.152147445E9	0.0
1.1534636805E9	220.59878131347327
1.1588476535E9	220.4874528499581
1.1670956795E9	220.5771517326335
1.1753437055E9	221.2963124021569
1.1835917315E9	224.85842535236557
1.1918397575E9	215.84855338064415
1.2000877835E9	219.19189087183912
1.2083358095E9	221.0612528323953
1.2165838355E9	223.84590757238308
1.2248318615E9	228.47781065088756
1.23076644E9	221.68420533070088
1.234890453E9	220.33037162606496
1.2413279135E9	225.85807071960298
1.2495759395E9	221.18793564769842
1.2578239655E9	211.6792017533741
1.2660719915E9	229.26808266980694
1.2743200175E9	225.89649078202416
1.2825680435E9	225.41523978755234
1.288943339E9	235.71367449758145
1.291282149E9	0.0
1.2913856925E9	0.0
1.2914655495E9	0.0
1.2915628205E9	0.0
1.2916163385E9	0.0
1.2916575315E9	0.0
1.291766658E9	193.0
1.291875052E9	0.0
1.291916283E9	201.78056426332287
1.293438612E9	222.34831460674158
1.2990640955E9	222.28849988037322
1.3073121215E9	226.99386503067484
1.3155601475E9	229.4203507568286
1.3238081735E9	218.5521805571882
1.3320561995E9	221.76992639327025
1.3403042255E9	223.13242199728685
1.3485522515E9	222.47599547210015
1.3568002775E9	226.07480929455474
1.3650483035E9	227.18386033288397
1.3732963295E9	214.6924419487024
1.3815443555E9	220.41350312349832
1.3897923815E9	220.33583516452157
1.3980404075E9	222.53426607229176
1.4062884335E9	221.2093238972104
1.4145364595E9	218.0793323940609
1.4227844855E9	223.0274560909872
1.4310325115E9	221.4891785368552
1.4392805375E9	228.89213632901752
1.4475285635E9	221.48011703035476
1.4557765895E9	224.7113613826321
1.4640246155E9	220.0712824692801
1.4722726415E9	240.96929215384228
1.4805206675E9	230.0899020961466
1.4887686935E9	224.07118003025718
